level_0,index,ranking_date,rank,player,points
548,454431,2005-04-04 00:00:00,1,Roger Federer,6515.0
549,454447,2005-04-04 00:00:00,17,Rafael Nadal,1340.0
550,454590,2005-04-04 00:00:00,160,Novak Djokovic,282.0
551,456267,2005-04-11 00:00:00,1,Roger Federer,6515.0
552,456283,2005-04-11 00:00:00,17,Rafael Nadal,1340.0
553,456420,2005-04-11 00:00:00,154,Novak Djokovic,292.0
554,458102,2005-04-18 00:00:00,1,Roger Federer,6465.0
555,458112,2005-04-18 00:00:00,11,Rafael Nadal,1800.0
556,458254,2005-04-18 00:00:00,153,Novak Djokovic,292.0
557,459940,2005-04-25 00:00:00,1,Roger Federer,6640.0
558,459946,2005-04-25 00:00:00,7,Rafael Nadal,2100.0
559,460081,2005-04-25 00:00:00,142,Novak Djokovic,304.0
560,461778,2005-05-02 00:00:00,1,Roger Federer,6640.0
561,461784,2005-05-02 00:00:00,7,Rafael Nadal,2100.0
562,461918,2005-05-02 00:00:00,141,Novak Djokovic,301.0
563,463622,2005-05-09 00:00:00,1,Roger Federer,6605.0
564,463626,2005-05-09 00:00:00,5,Rafael Nadal,2600.0
565,463763,2005-05-09 00:00:00,142,Novak Djokovic,301.0
566,465460,2005-05-16 00:00:00,1,Roger Federer,6605.0
567,465464,2005-05-16 00:00:00,5,Rafael Nadal,2600.0
568,465587,2005-05-16 00:00:00,128,Novak Djokovic,339.0
569,467309,2005-05-23 00:00:00,1,Roger Federer,6605.0
570,467313,2005-05-23 00:00:00,5,Rafael Nadal,2600.0
571,467461,2005-05-23 00:00:00,153,Novak Djokovic,287.0
572,469164,2005-05-30 00:00:00,1,Roger Federer,6605.0
573,469168,2005-05-30 00:00:00,5,Rafael Nadal,2600.0
574,469316,2005-05-30 00:00:00,153,Novak Djokovic,287.0
575,471019,2005-06-06 00:00:00,1,Roger Federer,6980.0
576,471021,2005-06-06 00:00:00,3,Rafael Nadal,3600.0
577,471149,2005-06-06 00:00:00,131,Novak Djokovic,337.0
578,472887,2005-06-13 00:00:00,1,Roger Federer,6980.0
579,472889,2005-06-13 00:00:00,3,Rafael Nadal,3600.0
580,473013,2005-06-13 00:00:00,127,Novak Djokovic,337.0
581,474768,2005-06-20 00:00:00,1,Roger Federer,6980.0
582,474770,2005-06-20 00:00:00,3,Rafael Nadal,3600.0
583,474895,2005-06-20 00:00:00,128,Novak Djokovic,337.0
584,476648,2005-06-27 00:00:00,1,Roger Federer,6980.0
585,476650,2005-06-27 00:00:00,3,Rafael Nadal,3600.0
586,476775,2005-06-27 00:00:00,128,Novak Djokovic,337.0
587,478528,2005-07-04 00:00:00,1,Roger Federer,6980.0
588,478530,2005-07-04 00:00:00,3,Rafael Nadal,3635.0
589,478621,2005-07-04 00:00:00,94,Novak Djokovic,427.0
590,480393,2005-07-11 00:00:00,1,Roger Federer,6980.0
591,480395,2005-07-11 00:00:00,3,Rafael Nadal,3750.0
592,480488,2005-07-11 00:00:00,96,Novak Djokovic,427.0
593,482248,2005-07-18 00:00:00,1,Roger Federer,6980.0
594,482250,2005-07-18 00:00:00,3,Rafael Nadal,3750.0
595,482343,2005-07-18 00:00:00,96,Novak Djokovic,427.0
596,484106,2005-07-25 00:00:00,1,Roger Federer,6980.0
597,484107,2005-07-25 00:00:00,2,Rafael Nadal,3940.0
598,484202,2005-07-25 00:00:00,97,Novak Djokovic,417.0
599,485963,2005-08-01 00:00:00,1,Roger Federer,6505.0
600,485964,2005-08-01 00:00:00,2,Rafael Nadal,3995.0
601,486058,2005-08-01 00:00:00,96,Novak Djokovic,432.0
602,487830,2005-08-08 00:00:00,1,Roger Federer,6500.0
603,487831,2005-08-08 00:00:00,2,Rafael Nadal,4030.0
604,487927,2005-08-08 00:00:00,98,Novak Djokovic,432.0
605,489696,2005-08-15 00:00:00,1,Roger Federer,6500.0
606,489697,2005-08-15 00:00:00,2,Rafael Nadal,4355.0
607,489792,2005-08-15 00:00:00,97,Novak Djokovic,440.0
608,491567,2005-08-22 00:00:00,1,Roger Federer,6975.0
609,491568,2005-08-22 00:00:00,2,Rafael Nadal,4320.0
610,491659,2005-08-22 00:00:00,93,Novak Djokovic,448.0
611,493444,2005-08-29 00:00:00,1,Roger Federer,6975.0
612,493445,2005-08-29 00:00:00,2,Rafael Nadal,4320.0
613,493540,2005-08-29 00:00:00,97,Novak Djokovic,431.0
614,494944,2005-09-05 00:00:00,1,Roger Federer,6975.0
615,494945,2005-09-05 00:00:00,2,Rafael Nadal,4320.0
616,495040,2005-09-05 00:00:00,97,Novak Djokovic,431.0
617,496345,2005-09-12 00:00:00,1,Roger Federer,6975.0
618,496346,2005-09-12 00:00:00,2,Rafael Nadal,4360.0
619,496424,2005-09-12 00:00:00,80,Novak Djokovic,492.0
620,498250,2005-09-19 00:00:00,1,Roger Federer,6975.0
621,498251,2005-09-19 00:00:00,2,Rafael Nadal,4475.0
622,498331,2005-09-19 00:00:00,82,Novak Djokovic,472.0
623,500171,2005-09-26 00:00:00,1,Roger Federer,6975.0
624,500172,2005-09-26 00:00:00,2,Rafael Nadal,4475.0
625,500251,2005-09-26 00:00:00,81,Novak Djokovic,472.0
626,501684,2005-10-03 00:00:00,1,Roger Federer,6975.0
627,501685,2005-10-03 00:00:00,2,Rafael Nadal,4475.0
628,501768,2005-10-03 00:00:00,85,Novak Djokovic,467.0
629,503194,2005-10-10 00:00:00,1,Roger Federer,6975.0
630,503195,2005-10-10 00:00:00,2,Rafael Nadal,4475.0
631,503280,2005-10-10 00:00:00,87,Novak Djokovic,467.0
632,504718,2005-10-17 00:00:00,1,Roger Federer,6975.0
633,504719,2005-10-17 00:00:00,2,Rafael Nadal,4475.0
634,504806,2005-10-17 00:00:00,89,Novak Djokovic,467.0
635,506252,2005-10-24 00:00:00,1,Roger Federer,6975.0
636,506253,2005-10-24 00:00:00,2,Rafael Nadal,4940.0
637,506339,2005-10-24 00:00:00,88,Novak Djokovic,468.0
638,507787,2005-10-31 00:00:00,1,Roger Federer,6975.0
639,507788,2005-10-31 00:00:00,2,Rafael Nadal,4940.0
640,507871,2005-10-31 00:00:00,85,Novak Djokovic,488.0
641,509328,2005-01-01 00:07:00,1,Roger Federer,6225.0
642,509329,2005-01-01 00:07:00,2,Rafael Nadal,4765.0
643,509402,2005-01-01 00:07:00,75,Novak Djokovic,515.0
644,510867,2005-01-01 01:04:00,1,Roger Federer,6225.0
645,510868,2005-01-01 01:04:00,2,Rafael Nadal,4765.0
646,510945,2005-01-01 01:04:00,79,Novak Djokovic,507.0
647,512403,2005-01-01 02:01:00,1,Roger Federer,6725.0
648,512404,2005-01-01 02:01:00,2,Rafael Nadal,4765.0
649,512485,2005-01-01 02:01:00,83,Novak Djokovic,502.0
650,513925,2005-01-01 02:08:00,1,Roger Federer,6725.0
651,513926,2005-01-01 02:08:00,2,Rafael Nadal,4765.0
652,514006,2005-01-01 02:08:00,82,Novak Djokovic,502.0
653,515440,2005-01-02 00:05:00,1,Roger Federer,6725.0
654,515441,2005-01-02 00:05:00,2,Rafael Nadal,4765.0
655,515518,2005-01-02 00:05:00,79,Novak Djokovic,502.0
656,516940,2005-01-02 01:02:00,1,Roger Federer,6725.0
657,516941,2005-01-02 01:02:00,2,Rafael Nadal,4765.0
658,517017,2005-01-02 01:02:00,78,Novak Djokovic,502.0
659,518855,2005-01-02 01:09:00,1,Roger Federer,6725.0
660,518856,2005-01-02 01:09:00,2,Rafael Nadal,4765.0
661,518932,2005-01-02 01:09:00,78,Novak Djokovic,502.0
662,520625,2005-01-02 02:06:00,1,Roger Federer,6725.0
663,520626,2005-01-02 02:06:00,2,Rafael Nadal,4765.0
664,520702,2005-01-02 02:06:00,78,Novak Djokovic,502.0
665,522548,2006-01-02 00:00:00,1,Roger Federer,6725.0
666,522549,2006-01-02 00:00:00,2,Rafael Nadal,4765.0
667,522625,2006-01-02 00:00:00,78,Novak Djokovic,502.0
668,524472,2006-01-09 00:00:00,1,Roger Federer,6725.0
669,524473,2006-01-09 00:00:00,2,Rafael Nadal,4765.0
670,524551,2006-01-09 00:00:00,80,Novak Djokovic,502.0
671,526393,2006-01-16 00:00:00,1,Roger Federer,6725.0
672,526394,2006-01-16 00:00:00,2,Rafael Nadal,4765.0
673,526468,2006-01-16 00:00:00,76,Novak Djokovic,502.0
674,528314,2006-01-23 00:00:00,1,Roger Federer,6725.0
675,528315,2006-01-23 00:00:00,2,Rafael Nadal,4765.0
676,528389,2006-01-23 00:00:00,76,Novak Djokovic,502.0
677,530235,2006-01-30 00:00:00,1,Roger Federer,7275.0
678,530236,2006-01-30 00:00:00,2,Rafael Nadal,4615.0
679,530315,2006-01-30 00:00:00,81,Novak Djokovic,487.0
680,532150,2006-02-06 00:00:00,1,Roger Federer,7275.0
681,532151,2006-02-06 00:00:00,2,Rafael Nadal,4615.0
682,532219,2006-02-06 00:00:00,70,Novak Djokovic,562.0
683,534063,2006-02-13 00:00:00,1,Roger Federer,7275.0
684,534064,2006-02-13 00:00:00,2,Rafael Nadal,4615.0
685,534133,2006-02-13 00:00:00,71,Novak Djokovic,548.0
686,535973,2006-02-20 00:00:00,1,Roger Federer,7025.0
687,535974,2006-02-20 00:00:00,2,Rafael Nadal,4615.0
688,536044,2006-02-20 00:00:00,72,Novak Djokovic,548.0
689,537883,2006-02-27 00:00:00,1,Roger Federer,6725.0
690,537884,2006-02-27 00:00:00,2,Rafael Nadal,4455.0
691,537945,2006-02-27 00:00:00,63,Novak Djokovic,591.0
692,539793,2006-03-06 00:00:00,1,Roger Federer,6935.0
693,539794,2006-03-06 00:00:00,2,Rafael Nadal,4665.0
694,539859,2006-03-06 00:00:00,67,Novak Djokovic,591.0
695,541705,2006-03-13 00:00:00,1,Roger Federer,6935.0
696,541706,2006-03-13 00:00:00,2,Rafael Nadal,4665.0
697,541771,2006-03-13 00:00:00,67,Novak Djokovic,591.0
698,543618,2006-03-20 00:00:00,1,Roger Federer,6935.0
699,543619,2006-03-20 00:00:00,2,Rafael Nadal,4890.0
700,543683,2006-03-20 00:00:00,66,Novak Djokovic,596.0
701,545540,2006-03-27 00:00:00,1,Roger Federer,6935.0
702,545541,2006-03-27 00:00:00,2,Rafael Nadal,4890.0
703,545605,2006-03-27 00:00:00,66,Novak Djokovic,596.0
704,547462,2006-04-03 00:00:00,1,Roger Federer,6935.0
705,547463,2006-04-03 00:00:00,2,Rafael Nadal,4545.0
706,547525,2006-04-03 00:00:00,64,Novak Djokovic,616.0
707,549400,2006-04-10 00:00:00,1,Roger Federer,6935.0
708,549401,2006-04-10 00:00:00,2,Rafael Nadal,4545.0
709,549464,2006-04-10 00:00:00,65,Novak Djokovic,606.0
710,551347,2006-04-17 00:00:00,1,Roger Federer,6810.0
711,551348,2006-04-17 00:00:00,2,Rafael Nadal,4135.0
712,551413,2006-04-17 00:00:00,67,Novak Djokovic,606.0
713,553291,2006-04-24 00:00:00,1,Roger Federer,7160.0
714,553292,2006-04-24 00:00:00,2,Rafael Nadal,4335.0
715,553356,2006-04-24 00:00:00,66,Novak Djokovic,614.0
716,555233,2006-05-01 00:00:00,1,Roger Federer,7160.0
717,555234,2006-05-01 00:00:00,2,Rafael Nadal,4545.0
718,555300,2006-05-01 00:00:00,68,Novak Djokovic,619.0
719,557181,2006-05-08 00:00:00,1,Roger Federer,7160.0
720,557182,2006-05-08 00:00:00,2,Rafael Nadal,4135.0
721,557247,2006-05-08 00:00:00,67,Novak Djokovic,619.0
722,559136,2006-05-15 00:00:00,1,Roger Federer,7010.0
723,559137,2006-05-15 00:00:00,2,Rafael Nadal,4635.0
724,559206,2006-05-15 00:00:00,71,Novak Djokovic,577.0
725,561090,2006-05-22 00:00:00,1,Roger Federer,7010.0
726,561091,2006-05-22 00:00:00,2,Rafael Nadal,4545.0
727,561152,2006-05-22 00:00:00,63,Novak Djokovic,627.0
728,563043,2006-05-29 00:00:00,1,Roger Federer,7010.0
729,563044,2006-05-29 00:00:00,2,Rafael Nadal,4545.0
730,563105,2006-05-29 00:00:00,63,Novak Djokovic,627.0
731,565019,2006-06-05 00:00:00,1,Roger Federer,7010.0
732,565020,2006-06-05 00:00:00,2,Rafael Nadal,4545.0
733,565081,2006-06-05 00:00:00,63,Novak Djokovic,627.0
734,566996,2006-06-12 00:00:00,1,Roger Federer,7035.0
735,566997,2006-06-12 00:00:00,2,Rafael Nadal,4545.0
736,567035,2006-06-12 00:00:00,40,Novak Djokovic,827.0
737,568961,2006-06-19 00:00:00,1,Roger Federer,7260.0
738,568962,2006-06-19 00:00:00,2,Rafael Nadal,4545.0
739,569000,2006-06-19 00:00:00,40,Novak Djokovic,827.0
740,570921,2006-06-26 00:00:00,1,Roger Federer,7260.0
741,570922,2006-06-26 00:00:00,2,Rafael Nadal,4545.0
742,570959,2006-06-26 00:00:00,39,Novak Djokovic,841.0
743,572898,2006-07-03 00:00:00,1,Roger Federer,7260.0
744,572899,2006-07-03 00:00:00,2,Rafael Nadal,4545.0
745,572936,2006-07-03 00:00:00,39,Novak Djokovic,841.0
746,574875,2006-07-10 00:00:00,1,Roger Federer,7260.0
747,574876,2006-07-10 00:00:00,2,Rafael Nadal,5125.0
748,574909,2006-07-10 00:00:00,35,Novak Djokovic,901.0
749,576852,2006-07-17 00:00:00,1,Roger Federer,7260.0
750,576853,2006-07-17 00:00:00,2,Rafael Nadal,5125.0
751,576887,2006-07-17 00:00:00,36,Novak Djokovic,901.0
752,578837,2006-07-24 00:00:00,1,Roger Federer,7260.0
753,578838,2006-07-24 00:00:00,2,Rafael Nadal,4930.0
754,578864,2006-07-24 00:00:00,28,Novak Djokovic,1071.0
755,580835,2006-07-31 00:00:00,1,Roger Federer,7260.0
756,580836,2006-07-31 00:00:00,2,Rafael Nadal,4930.0
757,580858,2006-07-31 00:00:00,24,Novak Djokovic,1176.0
758,582840,2006-08-07 00:00:00,1,Roger Federer,7260.0
759,582841,2006-08-07 00:00:00,2,Rafael Nadal,4930.0
760,582862,2006-08-07 00:00:00,23,Novak Djokovic,1176.0
761,584855,2006-08-14 00:00:00,1,Roger Federer,7760.0
762,584856,2006-08-14 00:00:00,2,Rafael Nadal,4505.0
763,584878,2006-08-14 00:00:00,24,Novak Djokovic,1168.0
764,586873,2006-08-21 00:00:00,1,Roger Federer,7295.0
765,586874,2006-08-21 00:00:00,2,Rafael Nadal,4625.0
766,586895,2006-08-21 00:00:00,23,Novak Djokovic,1183.0
767,588904,2006-08-28 00:00:00,1,Roger Federer,7295.0
768,588905,2006-08-28 00:00:00,2,Rafael Nadal,4625.0
769,588926,2006-08-28 00:00:00,23,Novak Djokovic,1183.0
770,590931,2006-09-04 00:00:00,1,Roger Federer,7295.0
771,590932,2006-09-04 00:00:00,2,Rafael Nadal,4625.0
772,590953,2006-09-04 00:00:00,23,Novak Djokovic,1183.0
773,592958,2006-09-11 00:00:00,1,Roger Federer,7295.0
774,592959,2006-09-11 00:00:00,2,Rafael Nadal,4800.0
775,592978,2006-09-11 00:00:00,21,Novak Djokovic,1183.0
776,594992,2006-09-18 00:00:00,1,Roger Federer,7295.0
777,594993,2006-09-18 00:00:00,2,Rafael Nadal,4625.0
778,595012,2006-09-18 00:00:00,21,Novak Djokovic,1183.0
779,597009,2006-09-25 00:00:00,1,Roger Federer,7295.0
780,597010,2006-09-25 00:00:00,2,Rafael Nadal,4625.0
781,597029,2006-09-25 00:00:00,21,Novak Djokovic,1183.0
782,599031,2006-10-02 00:00:00,1,Roger Federer,7120.0
783,599032,2006-10-02 00:00:00,2,Rafael Nadal,4625.0
784,599052,2006-10-02 00:00:00,22,Novak Djokovic,1183.0
785,600940,2006-10-09 00:00:00,1,Roger Federer,7370.0
786,600941,2006-10-09 00:00:00,2,Rafael Nadal,4625.0
787,600955,2006-10-09 00:00:00,16,Novak Djokovic,1350.0
788,602942,2006-10-16 00:00:00,1,Roger Federer,7370.0
789,602943,2006-10-16 00:00:00,2,Rafael Nadal,4645.0
790,602958,2006-10-16 00:00:00,17,Novak Djokovic,1360.0
791,604936,2006-10-23 00:00:00,1,Roger Federer,7870.0
792,604937,2006-10-23 00:00:00,2,Rafael Nadal,4270.0
793,604951,2006-10-23 00:00:00,16,Novak Djokovic,1465.0
794,606936,2006-10-30 00:00:00,1,Roger Federer,8120.0
795,606937,2006-10-30 00:00:00,2,Rafael Nadal,4270.0
796,606951,2006-10-30 00:00:00,16,Novak Djokovic,1465.0
797,608926,2006-01-01 00:06:00,1,Roger Federer,7620.0
798,608927,2006-01-01 00:06:00,2,Rafael Nadal,4270.0
799,608941,2006-01-01 00:06:00,16,Novak Djokovic,1380.0
800,610917,2006-01-01 01:03:00,1,Roger Federer,7620.0
801,610918,2006-01-01 01:03:00,2,Rafael Nadal,4270.0
802,610932,2006-01-01 01:03:00,16,Novak Djokovic,1380.0
803,612902,2006-01-01 02:00:00,1,Roger Federer,8370.0
804,612903,2006-01-01 02:00:00,2,Rafael Nadal,4470.0
805,612917,2006-01-01 02:00:00,16,Novak Djokovic,1380.0
806,614876,2006-01-01 02:07:00,1,Roger Federer,8370.0
807,614877,2006-01-01 02:07:00,2,Rafael Nadal,4470.0
808,614891,2006-01-01 02:07:00,16,Novak Djokovic,1380.0
809,616837,2006-01-02 00:04:00,1,Roger Federer,8370.0
810,616838,2006-01-02 00:04:00,2,Rafael Nadal,4470.0
811,616852,2006-01-02 00:04:00,16,Novak Djokovic,1380.0
812,618808,2006-01-02 01:01:00,1,Roger Federer,8370.0
813,618809,2006-01-02 01:01:00,2,Rafael Nadal,4470.0
814,618823,2006-01-02 01:01:00,16,Novak Djokovic,1380.0
815,620780,2006-01-02 01:08:00,1,Roger Federer,8370.0
816,620781,2006-01-02 01:08:00,2,Rafael Nadal,4470.0
817,620795,2006-01-02 01:08:00,16,Novak Djokovic,1380.0
818,622758,2006-01-02 02:05:00,1,Roger Federer,8370.0
819,622759,2006-01-02 02:05:00,2,Rafael Nadal,4470.0
820,622773,2006-01-02 02:05:00,16,Novak Djokovic,1380.0
821,624736,2007-01-01 00:00:00,1,Roger Federer,8370.0
822,624737,2007-01-01 00:00:00,2,Rafael Nadal,4470.0
823,624751,2007-01-01 00:00:00,16,Novak Djokovic,1380.0
824,626714,2007-01-08 00:00:00,1,Roger Federer,8120.0
825,626715,2007-01-08 00:00:00,2,Rafael Nadal,4525.0
826,626727,2007-01-08 00:00:00,14,Novak Djokovic,1530.0
827,628688,2007-01-15 00:00:00,1,Roger Federer,8120.0
828,628689,2007-01-15 00:00:00,2,Rafael Nadal,4525.0
829,628702,2007-01-15 00:00:00,15,Novak Djokovic,1530.0
830,630663,2007-01-22 00:00:00,1,Roger Federer,8120.0
831,630664,2007-01-22 00:00:00,2,Rafael Nadal,4525.0
832,630677,2007-01-22 00:00:00,15,Novak Djokovic,1530.0
833,632638,2007-01-29 00:00:00,1,Roger Federer,8120.0
834,632639,2007-01-29 00:00:00,2,Rafael Nadal,4775.0
835,632650,2007-01-29 00:00:00,13,Novak Djokovic,1675.0
836,634609,2007-02-05 00:00:00,1,Roger Federer,8120.0
837,634610,2007-02-05 00:00:00,2,Rafael Nadal,4775.0
838,634622,2007-02-05 00:00:00,14,Novak Djokovic,1625.0
839,636146,2007-02-12 00:00:00,1,Roger Federer,8120.0
840,636147,2007-02-12 00:00:00,2,Rafael Nadal,4775.0
841,636159,2007-02-12 00:00:00,14,Novak Djokovic,1625.0
842,638053,2007-02-19 00:00:00,1,Roger Federer,8120.0
843,638054,2007-02-19 00:00:00,2,Rafael Nadal,4705.0
844,638066,2007-02-19 00:00:00,14,Novak Djokovic,1625.0
845,640018,2007-02-26 00:00:00,1,Roger Federer,8120.0
846,640019,2007-02-26 00:00:00,2,Rafael Nadal,4705.0
847,640031,2007-02-26 00:00:00,14,Novak Djokovic,1665.0
848,641979,2007-03-05 00:00:00,1,Roger Federer,8210.0
849,641980,2007-03-05 00:00:00,2,Rafael Nadal,4480.0
850,641991,2007-03-05 00:00:00,13,Novak Djokovic,1715.0
851,643928,2007-03-12 00:00:00,1,Roger Federer,8210.0
852,643929,2007-03-12 00:00:00,2,Rafael Nadal,4480.0
853,643940,2007-03-12 00:00:00,13,Novak Djokovic,1715.0
854,645877,2007-03-19 00:00:00,1,Roger Federer,7715.0
855,645878,2007-03-19 00:00:00,2,Rafael Nadal,4755.0
856,645886,2007-03-19 00:00:00,10,Novak Djokovic,2060.0
857,647807,2007-03-26 00:00:00,1,Roger Federer,7715.0
858,647808,2007-03-26 00:00:00,2,Rafael Nadal,4755.0
859,647816,2007-03-26 00:00:00,10,Novak Djokovic,2060.0
860,649737,2007-04-02 00:00:00,1,Roger Federer,7290.0
861,649738,2007-04-02 00:00:00,2,Rafael Nadal,4875.0
862,649743,2007-04-02 00:00:00,7,Novak Djokovic,2540.0
863,651673,2007-04-09 00:00:00,1,Roger Federer,7290.0
864,651674,2007-04-09 00:00:00,2,Rafael Nadal,4875.0
865,651679,2007-04-09 00:00:00,7,Novak Djokovic,2540.0
866,653595,2007-04-16 00:00:00,1,Roger Federer,7290.0
867,653596,2007-04-16 00:00:00,2,Rafael Nadal,4875.0
868,653601,2007-04-16 00:00:00,7,Novak Djokovic,2540.0
869,655516,2007-04-23 00:00:00,1,Roger Federer,7290.0
870,655517,2007-04-23 00:00:00,2,Rafael Nadal,4875.0
871,655521,2007-04-23 00:00:00,6,Novak Djokovic,2595.0
872,657439,2007-04-30 00:00:00,1,Roger Federer,7290.0
873,657440,2007-04-30 00:00:00,2,Rafael Nadal,4875.0
874,657443,2007-04-30 00:00:00,5,Novak Djokovic,2595.0
875,659347,2007-05-07 00:00:00,1,Roger Federer,7290.0
876,659348,2007-05-07 00:00:00,2,Rafael Nadal,4875.0
877,659351,2007-05-07 00:00:00,5,Novak Djokovic,2720.0
878,661247,2007-05-14 00:00:00,1,Roger Federer,7015.0
879,661248,2007-05-14 00:00:00,2,Rafael Nadal,4875.0
880,661252,2007-05-14 00:00:00,6,Novak Djokovic,2735.0
881,663145,2007-05-21 00:00:00,1,Roger Federer,7515.0
882,663146,2007-05-21 00:00:00,2,Rafael Nadal,5225.0
883,663150,2007-05-21 00:00:00,6,Novak Djokovic,2810.0
884,665054,2007-05-28 00:00:00,1,Roger Federer,7515.0
885,665055,2007-05-28 00:00:00,2,Rafael Nadal,5225.0
886,665059,2007-05-28 00:00:00,6,Novak Djokovic,2810.0
887,666963,2007-06-04 00:00:00,1,Roger Federer,7515.0
888,666964,2007-06-04 00:00:00,2,Rafael Nadal,5225.0
889,666968,2007-06-04 00:00:00,6,Novak Djokovic,2810.0
890,668872,2007-06-11 00:00:00,1,Roger Federer,7515.0
891,668873,2007-06-11 00:00:00,2,Rafael Nadal,5225.0
892,668875,2007-06-11 00:00:00,4,Novak Djokovic,3010.0
893,670764,2007-06-18 00:00:00,1,Roger Federer,7290.0
894,670765,2007-06-18 00:00:00,2,Rafael Nadal,5225.0
895,670768,2007-06-18 00:00:00,5,Novak Djokovic,3010.0
896,672657,2007-06-25 00:00:00,1,Roger Federer,7290.0
897,672658,2007-06-25 00:00:00,2,Rafael Nadal,5225.0
898,672661,2007-06-25 00:00:00,5,Novak Djokovic,3010.0
899,674559,2007-07-02 00:00:00,1,Roger Federer,7290.0
900,674560,2007-07-02 00:00:00,2,Rafael Nadal,5225.0
901,674563,2007-07-02 00:00:00,5,Novak Djokovic,3010.0
902,676461,2007-07-09 00:00:00,1,Roger Federer,7290.0
903,676462,2007-07-09 00:00:00,2,Rafael Nadal,5225.0
904,676463,2007-07-09 00:00:00,3,Novak Djokovic,3310.0
905,678364,2007-07-16 00:00:00,1,Roger Federer,7290.0
906,678365,2007-07-16 00:00:00,2,Rafael Nadal,5225.0
907,678366,2007-07-16 00:00:00,3,Novak Djokovic,3310.0
908,680264,2007-07-23 00:00:00,1,Roger Federer,7290.0
909,680265,2007-07-23 00:00:00,2,Rafael Nadal,5455.0
910,680266,2007-07-23 00:00:00,3,Novak Djokovic,3245.0
911,682155,2007-07-30 00:00:00,1,Roger Federer,7290.0
912,682156,2007-07-30 00:00:00,2,Rafael Nadal,5455.0
913,682157,2007-07-30 00:00:00,3,Novak Djokovic,3200.0
914,684039,2007-08-06 00:00:00,1,Roger Federer,7290.0
915,684040,2007-08-06 00:00:00,2,Rafael Nadal,5455.0
916,684042,2007-08-06 00:00:00,4,Novak Djokovic,3200.0
917,685918,2007-08-13 00:00:00,1,Roger Federer,7140.0
918,685919,2007-08-13 00:00:00,2,Rafael Nadal,5605.0
919,685920,2007-08-13 00:00:00,3,Novak Djokovic,3700.0
920,687791,2007-08-20 00:00:00,1,Roger Federer,7605.0
921,687792,2007-08-20 00:00:00,2,Rafael Nadal,5485.0
922,687793,2007-08-20 00:00:00,3,Novak Djokovic,3670.0
923,689653,2007-08-27 00:00:00,1,Roger Federer,7605.0
924,689654,2007-08-27 00:00:00,2,Rafael Nadal,5485.0
925,689655,2007-08-27 00:00:00,3,Novak Djokovic,3670.0
926,691511,2007-09-03 00:00:00,1,Roger Federer,7605.0
927,691512,2007-09-03 00:00:00,2,Rafael Nadal,5485.0
928,691513,2007-09-03 00:00:00,3,Novak Djokovic,3670.0
929,693369,2007-09-10 00:00:00,1,Roger Federer,7605.0
930,693370,2007-09-10 00:00:00,2,Rafael Nadal,5385.0
931,693371,2007-09-10 00:00:00,3,Novak Djokovic,4295.0
932,695229,2007-09-17 00:00:00,1,Roger Federer,7605.0
933,695230,2007-09-17 00:00:00,2,Rafael Nadal,5385.0
934,695231,2007-09-17 00:00:00,3,Novak Djokovic,4295.0
935,697097,2007-09-24 00:00:00,1,Roger Federer,7605.0
936,697098,2007-09-24 00:00:00,2,Rafael Nadal,5385.0
937,697099,2007-09-24 00:00:00,3,Novak Djokovic,4295.0
938,698951,2007-10-01 00:00:00,1,Roger Federer,7605.0
939,698952,2007-10-01 00:00:00,2,Rafael Nadal,5385.0
940,698953,2007-10-01 00:00:00,3,Novak Djokovic,4295.0
941,700802,2007-10-08 00:00:00,1,Roger Federer,7355.0
942,700803,2007-10-08 00:00:00,2,Rafael Nadal,5385.0
943,700804,2007-10-08 00:00:00,3,Novak Djokovic,4145.0
944,702656,2007-10-15 00:00:00,1,Roger Federer,7355.0
945,702657,2007-10-15 00:00:00,2,Rafael Nadal,5385.0
946,702658,2007-10-15 00:00:00,3,Novak Djokovic,4370.0
947,704505,2007-10-22 00:00:00,1,Roger Federer,7205.0
948,704506,2007-10-22 00:00:00,2,Rafael Nadal,5385.0
949,704507,2007-10-22 00:00:00,3,Novak Djokovic,4470.0
950,706341,2007-10-29 00:00:00,1,Roger Federer,7205.0
951,706342,2007-10-29 00:00:00,2,Rafael Nadal,5385.0
952,706343,2007-10-29 00:00:00,3,Novak Djokovic,4470.0
953,708178,2007-01-01 00:05:00,1,Roger Federer,6530.0
954,708179,2007-01-01 00:05:00,2,Rafael Nadal,5535.0
955,708180,2007-01-01 00:05:00,3,Novak Djokovic,4470.0
956,710021,2007-01-01 01:02:00,1,Roger Federer,6530.0
957,710022,2007-01-01 01:02:00,2,Rafael Nadal,5535.0
958,710023,2007-01-01 01:02:00,3,Novak Djokovic,4470.0
959,711863,2007-01-01 01:09:00,1,Roger Federer,7180.0
960,711864,2007-01-01 01:09:00,2,Rafael Nadal,5735.0
961,711865,2007-01-01 01:09:00,3,Novak Djokovic,4470.0
962,713705,2007-01-01 02:06:00,1,Roger Federer,7180.0
963,713706,2007-01-01 02:06:00,2,Rafael Nadal,5735.0
964,713707,2007-01-01 02:06:00,3,Novak Djokovic,4470.0
965,715548,2007-01-02 00:03:00,1,Roger Federer,7180.0
966,715549,2007-01-02 00:03:00,2,Rafael Nadal,5735.0
967,715550,2007-01-02 00:03:00,3,Novak Djokovic,4470.0
968,717284,2007-01-02 01:00:00,1,Roger Federer,7180.0
