level_0,index,ranking_date,rank,player,points
1377,970174,2000-02-01 07:01:09,2,Novak Djokovic,6905.0
1378,970175,2000-02-01 07:01:09,3,Roger Federer,6885.0
1379,971955,2000-02-01 07:02:06,1,Rafael Nadal,10745.0
1380,971956,2000-02-01 07:02:06,2,Novak Djokovic,6905.0
1381,971957,2000-02-01 07:02:06,3,Roger Federer,6795.0
1382,973735,2000-02-01 08:00:02,1,Rafael Nadal,10745.0
1383,973736,2000-02-01 08:00:02,2,Novak Djokovic,6905.0
1384,973737,2000-02-01 08:00:02,3,Roger Federer,6795.0
1385,975517,2000-02-01 08:00:09,1,Rafael Nadal,10745.0
1386,975518,2000-02-01 08:00:09,2,Novak Djokovic,6905.0
1387,975519,2000-02-01 08:00:09,3,Roger Federer,6795.0
1388,977297,2000-02-01 08:01:06,1,Rafael Nadal,10925.0
1389,977298,2000-02-01 08:01:06,2,Roger Federer,7215.0
1390,977299,2000-02-01 08:01:06,3,Novak Djokovic,7085.0
1391,979075,2000-02-01 08:02:03,1,Rafael Nadal,10745.0
1392,979076,2000-02-01 08:02:03,2,Roger Federer,7215.0
1393,979077,2000-02-01 08:02:03,3,Novak Djokovic,6665.0
1394,980860,2000-02-01 08:03:00,1,Rafael Nadal,10745.0
1395,980861,2000-02-01 08:03:00,2,Roger Federer,7215.0
1396,980862,2000-02-01 08:03:00,3,Novak Djokovic,6665.0
1397,982641,2000-02-01 09:00:06,1,Rafael Nadal,10745.0
1398,982642,2000-02-01 09:00:06,2,Roger Federer,7215.0
1399,982643,2000-02-01 09:00:06,3,Novak Djokovic,6665.0
1400,984422,2000-02-01 09:01:03,1,Rafael Nadal,12025.0
1401,984423,2000-02-01 09:01:03,2,Novak Djokovic,7145.0
1402,984424,2000-02-01 09:01:03,3,Roger Federer,6735.0
1403,986195,2000-02-01 09:02:00,1,Rafael Nadal,12025.0
1404,986196,2000-02-01 09:02:00,2,Novak Djokovic,7145.0
1405,986197,2000-02-01 09:02:00,3,Roger Federer,6735.0
1406,987966,2000-02-01 09:02:07,1,Rafael Nadal,12025.0
1407,987967,2000-02-01 09:02:07,2,Novak Djokovic,7145.0
1408,987968,2000-02-01 09:02:07,3,Roger Federer,6735.0
1409,989739,2001-02-01 00:00:04,1,Rafael Nadal,12070.0
1410,989740,2001-02-01 00:00:04,2,Novak Djokovic,7145.0
1411,989741,2001-02-01 00:00:04,3,Roger Federer,6735.0
1412,991520,2001-02-01 00:01:01,1,Rafael Nadal,12390.0
1413,991521,2001-02-01 00:01:01,2,Novak Djokovic,7145.0
1414,991522,2001-02-01 00:01:01,3,Roger Federer,6735.0
1415,993309,2001-02-01 00:01:08,1,Rafael Nadal,11880.0
1416,993310,2001-02-01 00:01:08,2,Roger Federer,7335.0
1417,993311,2001-02-01 00:01:08,3,Novak Djokovic,7145.0
1418,995073,2001-02-01 00:02:05,1,Rafael Nadal,11880.0
1419,995074,2001-02-01 00:02:05,2,Roger Federer,7495.0
1420,995075,2001-02-01 00:02:05,3,Novak Djokovic,7145.0
1421,996838,2010-01-01 00:01:00,1,Rafael Nadal,11880.0
1422,996839,2010-01-01 00:01:00,2,Roger Federer,7495.0
1423,996840,2010-01-01 00:01:00,3,Novak Djokovic,7145.0
1424,998600,2010-01-01 00:08:00,1,Rafael Nadal,11810.0
1425,998601,2010-01-01 00:08:00,2,Roger Federer,7695.0
1426,998602,2010-01-01 00:08:00,3,Novak Djokovic,6945.0
1427,1000360,2010-01-01 01:05:00,1,Rafael Nadal,11450.0
1428,1000361,2010-01-01 01:05:00,2,Roger Federer,7645.0
1429,1000362,2010-01-01 01:05:00,3,Novak Djokovic,5635.0
1430,1002118,2010-01-01 02:02:00,1,Rafael Nadal,11450.0
1431,1002119,2010-01-01 02:02:00,2,Roger Federer,7645.0
1432,1002120,2010-01-01 02:02:00,3,Novak Djokovic,5635.0
1433,1003869,2010-01-01 02:09:00,1,Rafael Nadal,12450.0
1434,1003870,2010-01-01 02:09:00,2,Roger Federer,9145.0
1435,1003871,2010-01-01 02:09:00,3,Novak Djokovic,6035.0
1436,1005617,2010-01-02 00:06:00,1,Rafael Nadal,12450.0
1437,1005618,2010-01-02 00:06:00,2,Roger Federer,9145.0
1438,1005619,2010-01-02 00:06:00,3,Novak Djokovic,6240.0
1439,1007362,2010-01-02 01:03:00,1,Rafael Nadal,12450.0
1440,1007363,2010-01-02 01:03:00,2,Roger Federer,9145.0
1441,1007364,2010-01-02 01:03:00,3,Novak Djokovic,6240.0
1442,1009109,2010-01-02 02:00:00,1,Rafael Nadal,12450.0
1443,1009110,2010-01-02 02:00:00,2,Roger Federer,9145.0
1444,1009111,2010-01-02 02:00:00,3,Novak Djokovic,6240.0
1445,1010855,2010-01-02 02:07:00,1,Rafael Nadal,12450.0
1446,1010856,2010-01-02 02:07:00,2,Roger Federer,9145.0
1447,1010857,2010-01-02 02:07:00,3,Novak Djokovic,6240.0
1448,1012609,1010-02-01 03:00:00,1,Rafael Nadal,12450.0
1449,1012610,1010-02-01 03:00:00,2,Roger Federer,9145.0
1450,1012611,1010-02-01 03:00:00,3,Novak Djokovic,6240.0
1451,1014362,1011-02-01 00:00:00,1,Rafael Nadal,12390.0
1452,1014363,1011-02-01 00:00:00,2,Roger Federer,9245.0
1453,1014364,1011-02-01 00:00:00,3,Novak Djokovic,6240.0
1454,1016016,1011-02-01 07:00:00,1,Rafael Nadal,12390.0
1455,1016017,1011-02-01 07:00:00,2,Roger Federer,9245.0
1456,1016018,1011-02-01 07:00:00,3,Novak Djokovic,6240.0
1457,1017769,1013-02-01 01:00:00,1,Rafael Nadal,12390.0
1458,1017770,1013-02-01 01:00:00,2,Roger Federer,7965.0
1459,1017771,1013-02-01 01:00:00,3,Novak Djokovic,7880.0
1460,1019528,1020-02-01 07:00:00,1,Rafael Nadal,12390.0
1461,1019529,1020-02-01 07:00:00,2,Roger Federer,7965.0
1462,1019530,1020-02-01 07:00:00,3,Novak Djokovic,7880.0
1463,1021289,1021-02-01 04:00:00,1,Rafael Nadal,12390.0
1464,1021290,1021-02-01 04:00:00,2,Roger Federer,7965.0
1465,1021291,1021-02-01 04:00:00,3,Novak Djokovic,7880.0
1466,1023053,1022-02-01 01:00:00,1,Rafael Nadal,12390.0
1467,1023054,1022-02-01 01:00:00,2,Roger Federer,7965.0
1468,1023055,1022-02-01 01:00:00,3,Novak Djokovic,7880.0
1469,1024818,1022-02-01 08:00:00,1,Rafael Nadal,12390.0
1470,1024819,1022-02-01 08:00:00,2,Roger Federer,7965.0
1471,1024820,1022-02-01 08:00:00,3,Novak Djokovic,7880.0
1472,1026577,1030-02-01 07:00:00,1,Rafael Nadal,12390.0
1473,1026578,1030-02-01 07:00:00,2,Roger Federer,7965.0
1474,1026579,1030-02-01 07:00:00,3,Novak Djokovic,7800.0
1475,1028337,1032-02-01 01:00:00,1,Rafael Nadal,12630.0
1476,1028338,1032-02-01 01:00:00,2,Novak Djokovic,8710.0
1477,1028339,1032-02-01 01:00:00,3,Roger Federer,8280.0
1478,1030109,1040-02-01 04:00:00,1,Rafael Nadal,12870.0
1479,1030110,1040-02-01 04:00:00,2,Novak Djokovic,9700.0
1480,1030111,1040-02-01 04:00:00,3,Roger Federer,8550.0
1481,1031883,1041-02-01 01:00:00,1,Rafael Nadal,12870.0
1482,1031884,1041-02-01 01:00:00,2,Novak Djokovic,9700.0
1483,1031885,1041-02-01 01:00:00,3,Roger Federer,8550.0
1484,1033659,1041-02-01 08:00:00,1,Rafael Nadal,12870.0
1485,1033660,1041-02-01 08:00:00,2,Novak Djokovic,9640.0
1486,1033661,1041-02-01 08:00:00,3,Roger Federer,8550.0
1487,1035433,1042-02-01 05:00:00,1,Rafael Nadal,12870.0
1488,1035434,1042-02-01 05:00:00,2,Novak Djokovic,9640.0
1489,1035435,1042-02-01 05:00:00,3,Roger Federer,8550.0
1490,1037207,1050-02-01 02:00:00,1,Rafael Nadal,11915.0
1491,1037208,1050-02-01 02:00:00,2,Novak Djokovic,9710.0
1492,1037209,1050-02-01 02:00:00,3,Roger Federer,8690.0
1493,1038979,1050-02-01 09:00:00,1,Rafael Nadal,12470.0
1494,1038980,1050-02-01 09:00:00,2,Novak Djokovic,10665.0
1495,1038981,1050-02-01 09:00:00,3,Roger Federer,8900.0
1496,1040754,1051-02-01 06:00:00,1,Rafael Nadal,12070.0
1497,1040755,1051-02-01 06:00:00,2,Novak Djokovic,11665.0
1498,1040756,1051-02-01 06:00:00,3,Roger Federer,8390.0
1499,1042534,1052-02-01 03:00:00,1,Rafael Nadal,12070.0
1500,1042535,1052-02-01 03:00:00,2,Novak Djokovic,11665.0
1501,1042536,1052-02-01 03:00:00,3,Roger Federer,8390.0
1502,1044330,1060-02-01 06:00:00,1,Rafael Nadal,12070.0
1503,1044331,1060-02-01 06:00:00,2,Novak Djokovic,12025.0
1504,1044332,1060-02-01 06:00:00,3,Roger Federer,9230.0
1505,1046177,1061-02-01 03:00:00,1,Rafael Nadal,12070.0
1506,1046178,1061-02-01 03:00:00,2,Novak Djokovic,12005.0
1507,1046179,1061-02-01 03:00:00,3,Roger Federer,9230.0
1508,1048034,1062-02-01 00:00:00,1,Rafael Nadal,12070.0
1509,1048035,1062-02-01 00:00:00,2,Novak Djokovic,12005.0
1510,1048036,1062-02-01 00:00:00,3,Roger Federer,9230.0
1511,1049896,1070-02-01 04:00:00,1,Novak Djokovic,13285.0
1512,1049897,1070-02-01 04:00:00,2,Rafael Nadal,11270.0
1513,1049898,1070-02-01 04:00:00,3,Roger Federer,9230.0
1514,1051765,1071-02-01 01:00:00,1,Novak Djokovic,13155.0
1515,1051766,1071-02-01 01:00:00,2,Rafael Nadal,11270.0
1516,1051767,1071-02-01 01:00:00,3,Roger Federer,9230.0
1517,1053626,1071-02-01 08:00:00,1,Novak Djokovic,13155.0
1518,1053627,1071-02-01 08:00:00,2,Rafael Nadal,11270.0
1519,1053628,1071-02-01 08:00:00,3,Roger Federer,9230.0
1520,1055505,1072-02-01 05:00:00,1,Novak Djokovic,13155.0
1521,1055506,1072-02-01 05:00:00,2,Rafael Nadal,11270.0
1522,1055507,1072-02-01 05:00:00,3,Roger Federer,9530.0
1523,1057389,1080-02-01 01:00:00,1,Novak Djokovic,13155.0
1524,1057390,1080-02-01 01:00:00,2,Rafael Nadal,11270.0
1525,1057391,1080-02-01 01:00:00,3,Roger Federer,9530.0
1526,1059270,1080-02-01 08:00:00,1,Novak Djokovic,12860.0
1527,1059271,1080-02-01 08:00:00,2,Rafael Nadal,11770.0
1528,1059272,1080-02-01 08:00:00,3,Roger Federer,9710.0
1529,1061153,1081-02-01 05:00:00,1,Novak Djokovic,13500.0
1530,1061154,1081-02-01 05:00:00,2,Rafael Nadal,11420.0
1531,1061155,1081-02-01 05:00:00,3,Roger Federer,9200.0
1532,1063041,1082-02-01 02:00:00,1,Novak Djokovic,13920.0
1533,1063042,1082-02-01 02:00:00,2,Rafael Nadal,11420.0
1534,1063043,1082-02-01 02:00:00,3,Roger Federer,8380.0
1535,1064938,1082-02-01 09:00:00,1,Novak Djokovic,13920.0
1536,1064939,1082-02-01 09:00:00,2,Rafael Nadal,11420.0
1537,1064940,1082-02-01 09:00:00,3,Roger Federer,8380.0
1538,1066843,1091-02-01 02:00:00,1,Novak Djokovic,14720.0
1539,1066844,1091-02-01 02:00:00,2,Rafael Nadal,10620.0
1540,1066845,1091-02-01 02:00:00,3,Roger Federer,8380.0
1541,1068767,1091-02-01 09:00:00,1,Novak Djokovic,14720.0
1542,1068768,1091-02-01 09:00:00,2,Rafael Nadal,10620.0
1543,1068769,1091-02-01 09:00:00,3,Roger Federer,8380.0
1544,1070698,1092-02-01 06:00:00,1,Novak Djokovic,14720.0
1545,1070699,1092-02-01 06:00:00,2,Rafael Nadal,10620.0
1546,1070700,1092-02-01 06:00:00,3,Roger Federer,8380.0
1547,1072636,1100-02-01 03:00:00,1,Novak Djokovic,14720.0
1548,1072637,1100-02-01 03:00:00,2,Rafael Nadal,10575.0
1549,1072638,1100-02-01 03:00:00,3,Roger Federer,8380.0
1550,1074577,1101-02-01 00:00:00,1,Novak Djokovic,14220.0
1551,1074578,1101-02-01 00:00:00,2,Rafael Nadal,10375.0
1552,1074579,1101-02-01 00:00:00,3,Roger Federer,8380.0
1553,1076520,1101-02-01 07:00:00,1,Novak Djokovic,13860.0
1554,1076521,1101-02-01 07:00:00,2,Rafael Nadal,10375.0
1555,1076523,1101-02-01 07:00:00,4,Roger Federer,7780.0
1556,1078474,1102-02-01 04:00:00,1,Novak Djokovic,13860.0
1557,1078475,1102-02-01 04:00:00,2,Rafael Nadal,10375.0
1558,1078477,1102-02-01 04:00:00,4,Roger Federer,7530.0
1559,1080423,1103-02-01 01:00:00,1,Novak Djokovic,13860.0
1560,1080424,1103-02-01 01:00:00,2,Rafael Nadal,10375.0
1561,1080426,1103-02-01 01:00:00,4,Roger Federer,7530.0
1562,1082373,2011-01-01 00:07:00,1,Novak Djokovic,13785.0
1563,1082374,2011-01-01 00:07:00,2,Rafael Nadal,10375.0
1564,1082376,2011-01-01 00:07:00,4,Roger Federer,7530.0
1565,1084326,2011-01-01 01:04:00,1,Novak Djokovic,13475.0
1566,1084327,2011-01-01 01:04:00,2,Rafael Nadal,9375.0
1567,1084329,2011-01-01 01:04:00,4,Roger Federer,6670.0
1568,1086269,2011-01-01 02:01:00,1,Novak Djokovic,13475.0
1569,1086270,2011-01-01 02:01:00,2,Rafael Nadal,9375.0
1570,1086272,2011-01-01 02:01:00,4,Roger Federer,6670.0
1571,1088218,2011-01-01 02:08:00,1,Novak Djokovic,13675.0
1572,1088219,2011-01-01 02:08:00,2,Rafael Nadal,9575.0
1573,1088220,2011-01-01 02:08:00,3,Roger Federer,8170.0
1574,1090169,2011-01-02 00:05:00,1,Novak Djokovic,13630.0
1575,1090170,2011-01-02 00:05:00,2,Rafael Nadal,9595.0
1576,1090171,2011-01-02 00:05:00,3,Roger Federer,8170.0
1577,1092118,2011-01-02 01:02:00,1,Novak Djokovic,13630.0
1578,1092119,2011-01-02 01:02:00,2,Rafael Nadal,9595.0
1579,1092120,2011-01-02 01:02:00,3,Roger Federer,8170.0
1580,1094070,2011-01-02 01:09:00,1,Novak Djokovic,13630.0
1581,1094071,2011-01-02 01:09:00,2,Rafael Nadal,9595.0
1582,1094072,2011-01-02 01:09:00,3,Roger Federer,8170.0
1583,1096018,2011-01-02 02:06:00,1,Novak Djokovic,13630.0
1584,1096019,2011-01-02 02:06:00,2,Rafael Nadal,9595.0
1585,1096020,2011-01-02 02:06:00,3,Roger Federer,8170.0
1586,1097961,2010-02-01 02:00:00,1,Novak Djokovic,13630.0
1587,1097962,2010-02-01 02:00:00,2,Rafael Nadal,9595.0
1588,1097963,2010-02-01 02:00:00,3,Roger Federer,8170.0
1589,1099905,2010-02-01 09:00:00,1,Novak Djokovic,13630.0
1590,1099906,2010-02-01 09:00:00,2,Rafael Nadal,9595.0
1591,1099907,2010-02-01 09:00:00,3,Roger Federer,8010.0
1592,1101850,2011-02-01 06:00:00,1,Novak Djokovic,13630.0
1593,1101851,2011-02-01 06:00:00,2,Rafael Nadal,9595.0
1594,1101852,2011-02-01 06:00:00,3,Roger Federer,8010.0
1595,1103791,2013-02-01 00:00:00,1,Novak Djokovic,13630.0
1596,1103792,2013-02-01 00:00:00,2,Rafael Nadal,10435.0
1597,1103793,2013-02-01 00:00:00,3,Roger Federer,8010.0
1598,1105718,2020-02-01 06:00:00,1,Novak Djokovic,13630.0
1599,1105719,2020-02-01 06:00:00,2,Rafael Nadal,10435.0
1600,1105720,2020-02-01 06:00:00,3,Roger Federer,8010.0
1601,1107650,2021-02-01 03:00:00,1,Novak Djokovic,13630.0
1602,1107651,2021-02-01 03:00:00,2,Rafael Nadal,10435.0
1603,1107652,2021-02-01 03:00:00,3,Roger Federer,8010.0
1604,1109580,2022-02-01 00:00:00,1,Novak Djokovic,13630.0
1605,1109581,2022-02-01 00:00:00,2,Rafael Nadal,10435.0
1606,1109582,2022-02-01 00:00:00,3,Roger Federer,8330.0
1607,1111512,2022-02-01 07:00:00,1,Novak Djokovic,13130.0
1608,1111513,2022-02-01 07:00:00,2,Rafael Nadal,10435.0
1609,1111514,2022-02-01 07:00:00,3,Roger Federer,8235.0
1610,1113450,2030-02-01 05:00:00,1,Novak Djokovic,13310.0
1611,1113451,2030-02-01 05:00:00,2,Rafael Nadal,10415.0
1612,1113452,2030-02-01 05:00:00,3,Roger Federer,8710.0
1613,1115391,2031-02-01 09:00:00,1,Novak Djokovic,12670.0
1614,1115392,2031-02-01 09:00:00,2,Rafael Nadal,10175.0
1615,1115393,2031-02-01 09:00:00,3,Roger Federer,9350.0
1616,1117326,2040-02-01 02:00:00,1,Novak Djokovic,12670.0
1617,1117327,2040-02-01 02:00:00,2,Rafael Nadal,9935.0
1618,1117328,2040-02-01 02:00:00,3,Roger Federer,9035.0
1619,1119267,2040-02-01 09:00:00,1,Novak Djokovic,12670.0
1620,1119268,2040-02-01 09:00:00,2,Rafael Nadal,9935.0
1621,1119269,2040-02-01 09:00:00,3,Roger Federer,9035.0
1622,1121211,2041-02-01 06:00:00,1,Novak Djokovic,12670.0
1623,1121212,2041-02-01 06:00:00,2,Rafael Nadal,9215.0
1624,1121213,2041-02-01 06:00:00,3,Roger Federer,8880.0
1625,1123159,2042-02-01 03:00:00,1,Novak Djokovic,13270.0
1626,1123160,2042-02-01 03:00:00,2,Rafael Nadal,9715.0
1627,1123161,2042-02-01 03:00:00,3,Roger Federer,8880.0
1628,1125105,2043-02-01 00:00:00,1,Novak Djokovic,13020.0
1629,1125106,2043-02-01 00:00:00,2,Rafael Nadal,10170.0
1630,1125107,2043-02-01 00:00:00,3,Roger Federer,8880.0
1631,1127057,2050-02-01 07:00:00,1,Novak Djokovic,12020.0
1632,1127058,2050-02-01 07:00:00,2,Rafael Nadal,9615.0
1633,1127059,2050-02-01 07:00:00,3,Roger Federer,8520.0
1634,1129007,2051-02-01 04:00:00,1,Novak Djokovic,11200.0
1635,1129008,2051-02-01 04:00:00,2,Roger Federer,9430.0
1636,1129009,2051-02-01 04:00:00,3,Rafael Nadal,9105.0
1637,1130959,2052-02-01 01:00:00,1,Novak Djokovic,11800.0
1638,1130960,2052-02-01 01:00:00,2,Rafael Nadal,10060.0
1639,1130961,2052-02-01 01:00:00,3,Roger Federer,9790.0
1640,1132898,2052-02-01 08:00:00,1,Novak Djokovic,11800.0
1641,1132899,2052-02-01 08:00:00,2,Rafael Nadal,10060.0
1642,1132900,2052-02-01 08:00:00,3,Roger Federer,9790.0
1643,1134852,2061-02-01 01:00:00,1,Novak Djokovic,12280.0
1644,1134853,2061-02-01 01:00:00,2,Rafael Nadal,10060.0
1645,1134854,2061-02-01 01:00:00,3,Roger Federer,9310.0
1646,1136762,2061-02-01 08:00:00,1,Novak Djokovic,12280.0
1647,1136763,2061-02-01 08:00:00,2,Rafael Nadal,10060.0
1648,1136764,2061-02-01 08:00:00,3,Roger Federer,9435.0
1649,1138673,2062-02-01 05:00:00,1,Novak Djokovic,12280.0
1650,1138674,2062-02-01 05:00:00,2,Rafael Nadal,10060.0
1651,1138675,2062-02-01 05:00:00,3,Roger Federer,9435.0
1652,1140598,2070-02-01 09:00:00,1,Roger Federer,11075.0
1653,1140599,2070-02-01 09:00:00,2,Novak Djokovic,11000.0
1654,1140600,2070-02-01 09:00:00,3,Rafael Nadal,8905.0
1655,1142510,2071-02-01 06:00:00,1,Roger Federer,11075.0
1656,1142511,2071-02-01 06:00:00,2,Novak Djokovic,11000.0
1657,1142512,2071-02-01 06:00:00,3,Rafael Nadal,8905.0
1658,1144379,2072-02-01 03:00:00,1,Roger Federer,11075.0
1659,1144380,2072-02-01 03:00:00,2,Novak Djokovic,11000.0
1660,1144381,2072-02-01 03:00:00,3,Rafael Nadal,8905.0
1661,1146295,2073-02-01 00:00:00,1,Roger Federer,11075.0
1662,1146296,2073-02-01 00:00:00,2,Novak Djokovic,11000.0
1663,1146297,2073-02-01 00:00:00,3,Rafael Nadal,8905.0
1664,1148221,2080-02-01 06:00:00,1,Roger Federer,11435.0
1665,1148222,2080-02-01 06:00:00,2,Novak Djokovic,11270.0
1666,1148223,2080-02-01 06:00:00,3,Rafael Nadal,8905.0
1667,1150158,2081-02-01 03:00:00,1,Roger Federer,11345.0
1668,1150159,2081-02-01 03:00:00,2,Novak Djokovic,11270.0
1669,1150160,2081-02-01 03:00:00,3,Rafael Nadal,8895.0
1670,1152096,2082-02-01 00:00:00,1,Roger Federer,12165.0
1671,1152097,2082-02-01 00:00:00,2,Novak Djokovic,11270.0
1672,1152098,2082-02-01 00:00:00,3,Rafael Nadal,8715.0
1673,1154027,2082-02-01 07:00:00,1,Roger Federer,12165.0
1674,1154028,2082-02-01 07:00:00,2,Novak Djokovic,11270.0
1675,1154029,2082-02-01 07:00:00,3,Rafael Nadal,8715.0
1676,1155959,2091-02-01 00:00:00,1,Roger Federer,11805.0
1677,1155960,2091-02-01 00:00:00,2,Novak Djokovic,10470.0
1678,1155962,2091-02-01 00:00:00,4,Rafael Nadal,7515.0
1679,1157881,2091-02-01 07:00:00,1,Roger Federer,11805.0
1680,1157882,2091-02-01 07:00:00,2,Novak Djokovic,10470.0
1681,1157884,2091-02-01 07:00:00,4,Rafael Nadal,7385.0
1682,1159817,2092-02-01 04:00:00,1,Roger Federer,11805.0
1683,1159818,2092-02-01 04:00:00,2,Novak Djokovic,10470.0
1684,1159820,2092-02-01 04:00:00,4,Rafael Nadal,7385.0
1685,1161763,2100-02-01 01:00:00,1,Roger Federer,11805.0
1686,1161764,2100-02-01 01:00:00,2,Novak Djokovic,10470.0
1687,1161766,2100-02-01 01:00:00,4,Rafael Nadal,7385.0
1688,1163716,2100-02-01 08:00:00,1,Roger Federer,11805.0
1689,1163717,2100-02-01 08:00:00,2,Novak Djokovic,10970.0
1690,1163719,2100-02-01 08:00:00,4,Rafael Nadal,7085.0
1691,1165667,2101-02-01 05:00:00,1,Roger Federer,12165.0
1692,1165668,2101-02-01 05:00:00,2,Novak Djokovic,11970.0
1693,1165670,2101-02-01 05:00:00,4,Rafael Nadal,6995.0
1694,1167614,2102-02-01 02:00:00,1,Roger Federer,12165.0
1695,1167615,2102-02-01 02:00:00,2,Novak Djokovic,11970.0
1696,1167617,2102-02-01 02:00:00,4,Rafael Nadal,6995.0
1697,1169562,2102-02-01 09:00:00,1,Roger Federer,12315.0
1698,1169563,2102-02-01 09:00:00,2,Novak Djokovic,11970.0
1699,1169565,2102-02-01 09:00:00,4,Rafael Nadal,6905.0
1700,1171516,2012-01-01 00:05:00,1,Novak Djokovic,11420.0
1701,1171517,2012-01-01 00:05:00,2,Roger Federer,9465.0
1702,1171519,2012-01-01 00:05:00,4,Rafael Nadal,6795.0
1703,1173467,2012-01-01 01:02:00,1,Novak Djokovic,12920.0
1704,1173468,2012-01-01 01:02:00,2,Roger Federer,10265.0
1705,1173470,2012-01-01 01:02:00,4,Rafael Nadal,6795.0
1706,1175423,2012-01-01 01:09:00,1,Novak Djokovic,12920.0
1707,1175424,2012-01-01 01:09:00,2,Roger Federer,10265.0
1708,1175426,2012-01-01 01:09:00,4,Rafael Nadal,6795.0
1709,1177360,2012-01-01 02:06:00,1,Novak Djokovic,12920.0
1710,1177361,2012-01-01 02:06:00,2,Roger Federer,10265.0
1711,1177363,2012-01-01 02:06:00,4,Rafael Nadal,6795.0
1712,1179298,2012-01-02 00:03:00,1,Novak Djokovic,12920.0
1713,1179299,2012-01-02 00:03:00,2,Roger Federer,10265.0
1714,1179301,2012-01-02 00:03:00,4,Rafael Nadal,6690.0
1715,1181251,2012-01-02 01:00:00,1,Novak Djokovic,12920.0
1716,1181252,2012-01-02 01:00:00,2,Roger Federer,10265.0
1717,1181254,2012-01-02 01:00:00,4,Rafael Nadal,6690.0
1718,1183222,2012-01-02 01:07:00,1,Novak Djokovic,12920.0
1719,1183223,2012-01-02 01:07:00,2,Roger Federer,10265.0
1720,1183225,2012-01-02 01:07:00,4,Rafael Nadal,6690.0
1721,1185203,2012-01-02 02:04:00,1,Novak Djokovic,12920.0
1722,1185204,2012-01-02 02:04:00,2,Roger Federer,10265.0
1723,1185206,2012-01-02 02:04:00,4,Rafael Nadal,6690.0
1724,1187187,2012-01-02 03:01:00,1,Novak Djokovic,12920.0
1725,1187188,2012-01-02 03:01:00,2,Roger Federer,10265.0
1726,1187190,2012-01-02 03:01:00,4,Rafael Nadal,6690.0
1727,1189172,3010-02-01 07:00:00,1,Novak Djokovic,12920.0
1728,1189173,3010-02-01 07:00:00,2,Roger Federer,10265.0
1729,1189175,3010-02-01 07:00:00,4,Rafael Nadal,6600.0
1730,1191158,3011-02-01 04:00:00,1,Novak Djokovic,12920.0
1731,1191159,3011-02-01 04:00:00,2,Roger Federer,10265.0
1732,1191161,3011-02-01 04:00:00,4,Rafael Nadal,6600.0
1733,1193144,3012-02-01 08:00:00,1,Novak Djokovic,12920.0
1734,1193145,3012-02-01 08:00:00,2,Roger Federer,10265.0
1735,1193148,3012-02-01 08:00:00,5,Rafael Nadal,5400.0
1736,1195122,3020-02-01 04:00:00,1,Novak Djokovic,12960.0
1737,1195123,3020-02-01 04:00:00,2,Roger Federer,10265.0
1738,1195126,3020-02-01 04:00:00,5,Rafael Nadal,5400.0
1739,1197099,3021-02-01 01:00:00,1,Novak Djokovic,12960.0
1740,1197100,3021-02-01 01:00:00,2,Roger Federer,10265.0
1741,1197103,3021-02-01 01:00:00,5,Rafael Nadal,5550.0
1742,1199076,3021-02-01 08:00:00,1,Novak Djokovic,12960.0
1743,1199077,3021-02-01 08:00:00,2,Roger Federer,9855.0
1744,1199080,3021-02-01 08:00:00,5,Rafael Nadal,5755.0
1745,1201057,3022-02-01 05:00:00,1,Novak Djokovic,12960.0
1746,1201058,3022-02-01 05:00:00,2,Roger Federer,9855.0
1747,1201061,3022-02-01 05:00:00,5,Rafael Nadal,5755.0
1748,1203034,3030-02-01 04:00:00,1,Novak Djokovic,13280.0
1749,1203035,3030-02-01 04:00:00,2,Roger Federer,9535.0
1750,1203038,3030-02-01 04:00:00,5,Rafael Nadal,6105.0
1751,1205011,3031-02-01 08:00:00,1,Novak Djokovic,13280.0
1752,1205012,3031-02-01 08:00:00,2,Roger Federer,8715.0
1753,1205014,3031-02-01 08:00:00,4,Rafael Nadal,6745.0
1754,1206992,3040-02-01 01:00:00,1,Novak Djokovic,12370.0
1755,1206994,3040-02-01 01:00:00,3,Roger Federer,8670.0
1756,1206996,3040-02-01 01:00:00,5,Rafael Nadal,6385.0
1757,1208967,3040-02-01 08:00:00,1,Novak Djokovic,12500.0
1758,1208969,3040-02-01 08:00:00,3,Roger Federer,8670.0
1759,1208971,3040-02-01 08:00:00,5,Rafael Nadal,6385.0
1760,1210935,3041-02-01 05:00:00,1,Novak Djokovic,12500.0
1761,1210937,3041-02-01 05:00:00,3,Roger Federer,8670.0
1762,1210939,3041-02-01 05:00:00,5,Rafael Nadal,6385.0
1763,1212905,3042-02-01 02:00:00,1,Novak Djokovic,12900.0
1764,1212906,3042-02-01 02:00:00,2,Roger Federer,8670.0
1765,1212909,3042-02-01 02:00:00,5,Rafael Nadal,5985.0
1766,1214875,3042-02-01 09:00:00,1,Novak Djokovic,12900.0
1767,1214876,3042-02-01 09:00:00,2,Roger Federer,8670.0
1768,1214879,3042-02-01 09:00:00,5,Rafael Nadal,5985.0
1769,1216837,3050-02-01 06:00:00,1,Novak Djokovic,12900.0
1770,1216838,3050-02-01 06:00:00,2,Roger Federer,8670.0
1771,1216841,3050-02-01 06:00:00,5,Rafael Nadal,5985.0
1772,1218811,3051-02-01 03:00:00,1,Novak Djokovic,12730.0
1773,1218813,3051-02-01 03:00:00,3,Roger Federer,7760.0
